seq,src,out_mp3,status,note
s330,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s330.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s330.mp3,ok,ok(attempt=1)
s331,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s331.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s331.mp3,ok,ok(attempt=1)
s332,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s332.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s332.mp3,ok,ok(attempt=1)
s333,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s333.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s333.mp3,ok,ok(attempt=1)
s334,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s334.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s334.mp3,ok,ok(attempt=1)
s335,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s335.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s335.mp3,ok,ok(attempt=1)
s336,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s336.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s336.mp3,ok,ok(attempt=1)
s337,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s337.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s337.mp3,ok,ok(attempt=1)
s338,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s338.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s338.mp3,ok,ok(attempt=1)
s339,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s339.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s339.mp3,ok,ok(attempt=1)
s340,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s340.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s340.mp3,ok,ok(attempt=1)
s341,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s341.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s341.mp3,ok,ok(attempt=1)
s342,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s342.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s342.mp3,ok,ok(attempt=1)
s343,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s343.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s343.mp3,ok,ok(attempt=1)
s344,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s344.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s344.mp3,ok,ok(attempt=1)
s345,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s345.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s345.mp3,ok,ok(attempt=1)
s346,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s346.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s346.mp3,ok,ok(attempt=1)
s347,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s347.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s347.mp3,ok,ok(attempt=1)
s348,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s348.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s348.mp3,ok,ok(attempt=1)
s349,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s349.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s349.mp3,ok,ok(attempt=1)
s350,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s350.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s350.mp3,ok,ok(attempt=1)
s351,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s351.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s351.mp3,ok,ok(attempt=1)
s352,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s352.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s352.mp3,ok,ok(attempt=1)
s353,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s353.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s353.mp3,ok,ok(attempt=1)
s354,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s354.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s354.mp3,ok,ok(attempt=1)
s355,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s355.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s355.mp3,ok,ok(attempt=1)
s356,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s356.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s356.mp3,ok,ok(attempt=1)
s357,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s357.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s357.mp3,ok,ok(attempt=1)
s358,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s358.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s358.mp3,ok,ok(attempt=1)
s359,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s359.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s359.mp3,ok,ok(attempt=1)
s360,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s360.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s360.mp3,ok,ok(attempt=1)
s361,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s361.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s361.mp3,ok,ok(attempt=1)
s362,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s362.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s362.mp3,ok,ok(attempt=1)
s363,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s363.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s363.mp3,ok,ok(attempt=1)
s364,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s364.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s364.mp3,ok,ok(attempt=1)
s365,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s365.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s365.mp3,ok,ok(attempt=1)
s366,/home/cailedao/hermes/jiaotongjilu_site_v2/books/book-01/s366.html,/home/cailedao/hermes/jiaotongjilu_site_v2/audio/book-01-daily/s366.mp3,ok,ok(attempt=1)
